playerId,playerName,shirtNumber,playerTeam,playerRole,Full Name,Height,Weight,Age Info,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,pens_made,pens_att,tackles,tackles_won,blocks,interceptions,clearances,errors,passes_completed,passes_total_distance,passes_progressive_distance,progressive_passes,passes_into_final_third,passes_into_penalty_area,assists,passes_completed_short,passes_completed_medium,passes_completed_long,Market Value,birth_date,age,height_cm
8045,Matthijs De Ligt,3,Netherlands,RCB,Matthijs de Ligt,189cm,88kg,(Age: 25-307d),2.75,26.75,9.75,39.9,0.905,0.333,0.12,0.28,13.85,0.0,0.0,32.5,17.5,35.75,29.75,100.75,1.0,1632.25,31507.25,10331.25,109.25,100.0,5.25,0.75,540.25,901.0,166.75,59892857,,,
8326,Teun Koopmeiners,20,Netherlands,DM,Teun Koopmeiners,186cm,79kg,(Age: 27-107d),10.0,31.333,11.0,34.367,1.19,0.413,0.14,0.397,26.9,5.333,6.667,58.667,35.0,34.0,27.0,40.333,0.667,1614.667,31289.0,10438.0,199.0,181.0,34.0,2.667,609.333,767.0,205.0,10250000,,,
11241,Andries Noppert,23,Netherlands,GK,Andries Noppert,203cm,83kg,(Age: 31-069d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,445.0,13510.0,9809.0,0.0,12.0,0.0,0.0,67.0,205.0,173.0,145000,,,
37,Virgil van Dijk,4,Netherlands,MCB,Virgil van Dijk,193cm,87kg,(Age: 33-342d),4.0,32.333,12.0,37.0,0.89,0.33,0.127,0.357,12.667,0.0,0.0,25.667,16.667,23.333,37.0,158.667,1.0,2675.0,53352.0,18447.333,163.0,160.667,5.667,1.333,863.0,1471.0,315.0,72083333,,,
284,Nathan Aké,5,Netherlands,LCB,Nathan Aké,180cm,74kg,(Age: 30-117d),2.25,14.5,4.5,33.325,0.598,0.193,0.243,0.698,10.625,0.0,0.0,30.75,17.5,25.0,21.25,109.75,0.0,1018.75,17488.0,6215.75,72.0,62.5,4.5,0.5,452.5,490.0,64.0,28538461,1995-02-18,30,180
8022,Jurrien Timber,2,Netherlands,RCB,Jurriën Timber,179cm,78kg,(Age: 23-363d),1.333,11.333,3.667,25.267,0.46,0.14,0.1,0.443,15.7,0.0,0.0,53.5,29.0,23.5,36.333,40.0,2.0,1528.5,25807.0,8487.0,171.5,167.5,12.0,0.667,667.5,757.0,77.0,4905000,,,
1522,Frenkie de Jong,21,Netherlands,CM,Frenkie de Jong,180cm,68kg,(Age: 28-034d),2.75,16.75,7.0,53.6,0.58,0.245,0.24,0.425,14.3,0.0,0.0,39.75,24.25,19.25,30.75,24.25,1.5,1968.0,29501.5,8330.5,226.5,212.25,30.75,3.0,1083.25,667.0,121.5,62384615,,,
169,Jordan Pickford,1,England,GK,Jordan Pickford,185cm,77kg,(Age: 31-100d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.75,1.75,15.5,4.75,762.75,25242.75,19726.0,0.0,41.75,1.5,0.0,136.5,293.25,326.5,29000000,,,
485,Nick Pope,13,England,GK,Nick Pope,190cm,76kg,(Age: 33-057d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.667,0.0,2.333,24.667,2.667,539.0,22453.667,19776.333,0.333,40.0,1.667,0.0,39.333,148.0,351.667,11409090,,,
220,James Maddison,25,England,AM,James Maddison,175cm,72kg,(Age: 28-204d),8.25,75.5,25.0,33.225,2.745,0.912,0.108,0.318,22.45,0.25,0.5,44.75,24.5,17.0,10.25,8.5,0.5,1050.5,17957.0,5416.25,165.0,121.5,40.75,5.75,504.25,373.25,125.25,43428571,,,
1377,Kieran Trippier,12,England,RB,Kieran Trippier,178cm,66kg,(Age: 34-269d),0.0,2.667,0.333,11.1,0.143,0.013,0.0,0.0,20.867,0.0,0.0,45.0,28.333,22.333,24.667,38.333,0.333,984.0,16041.667,6684.0,121.333,68.0,45.667,3.333,506.333,340.0,95.333,26076923,,,
118,Harry Maguire,6,England,LCB,Harry Maguire,188cm,78kg,(Age: 32-102d),1.75,30.0,9.75,33.575,0.935,0.315,0.058,0.175,13.175,0.0,0.0,32.75,19.5,31.75,50.0,134.25,2.75,1750.5,35477.5,11982.25,167.5,153.25,5.0,0.5,564.75,916.5,243.0,45600000,,,
42,Trent Alexander-Arnold,18,England,RB,Trent Alexander-Arnold,175cm,68kg,(Age: 26-251d),2.25,44.75,12.25,27.925,1.387,0.383,0.05,0.18,24.15,0.0,0.0,53.0,32.25,23.0,43.0,60.5,1.5,2051.5,38660.75,14605.75,230.5,187.75,82.25,11.0,897.5,833.0,280.75,71307692,,,
311,Callum Wilson,24,England,CF,Callum Wilson,180cm,66kg,(Age: 33-108d),10.5,49.0,19.0,38.275,2.005,0.77,0.18,0.465,12.95,1.75,2.0,10.5,7.25,11.75,4.5,14.0,0.0,246.5,3137.0,697.25,34.25,17.5,12.25,3.75,158.75,60.0,8.5,21125000,,,
74,Eric Dier,15,England,RCB,Eric Dier,188cm,87kg,(Age: 31-151d),0.75,11.0,2.5,22.725,0.49,0.11,0.083,0.25,16.05,0.0,0.0,21.25,12.75,28.75,23.0,94.0,1.25,1302.5,24654.0,9354.5,75.0,72.75,7.75,0.5,467.75,678.25,133.5,29307692,,,
123,Luke Shaw,3,England,LB,Luke Shaw,185cm,74kg,(Age: 29-338d),0.5,12.25,4.75,37.5,0.502,0.19,0.035,0.078,20.0,0.0,0.0,38.5,22.0,31.0,18.5,53.75,1.75,1345.0,18830.0,7140.75,127.25,93.5,29.0,3.0,810.75,407.25,64.5,24892857,1995-07-12,29,178
136,Marcus Rashford,11,England,LW,Marcus Rashford,180cm,69kg,(Age: 27-227d),10.5,68.0,31.0,47.25,2.558,1.185,0.143,0.3,18.875,1.5,2.0,15.25,8.75,20.5,6.5,14.5,0.25,645.75,9021.25,1969.0,83.5,35.25,36.75,6.0,380.5,186.0,34.5,74916666,,,
4677,Jude Bellingham,22,England,CM,Jude Bellingham,186cm,74kg,(Age: 21-351d),2.667,42.667,10.667,25.0,1.623,0.403,0.06,0.237,18.867,0.0,0.0,63.667,40.667,45.667,32.0,28.667,0.0,959.333,15596.0,3953.333,113.0,80.0,28.0,4.333,481.0,352.333,82.333,35937500,,,
163,Bukayo Saka,17,England,RM,Bukayo Saka,178cm,64kg,(Age: 23-283d),5.667,56.333,17.667,31.367,1.897,0.6,0.083,0.27,17.033,0.667,0.667,33.667,19.333,20.333,19.667,22.0,0.0,799.0,11403.333,2795.0,89.667,44.0,27.0,5.0,475.667,252.667,36.0,36333333,2001-09-05,23,178
265,Declan Rice,4,England,CM,Declan Rice,185cm,77kg,(Age: 26-152d),1.5,26.0,7.25,27.625,0.75,0.21,0.05,0.195,21.4,0.25,0.5,88.25,49.25,44.0,62.75,51.0,0.25,1539.25,27743.0,7397.0,183.0,173.0,16.75,2.0,666.75,653.75,177.25,43321428,,,
1,Harry Kane,9,England,CF,Harry Kane,188cm,73kg,(Age: 31-322d),18.75,109.75,43.25,40.125,3.465,1.378,0.143,0.36,17.95,3.5,3.5,16.25,8.75,21.75,5.25,30.75,0.0,522.0,8745.0,2696.0,107.75,74.75,28.0,7.25,263.0,153.75,68.25,130000000,,,
2052,Conor Gallagher,26,England,CM,Conor Gallagher,182cm,73kg,(Age: 25-129d),4.0,39.0,12.75,30.5,1.53,0.48,0.087,0.257,19.925,0.0,0.0,58.0,29.25,38.25,24.25,22.5,0.0,678.25,11316.5,2923.75,93.75,70.5,21.25,3.25,328.5,239.25,74.75,9725000,2000-02-06,25,182
47,Jordan Henderson,8,England,CM,Jordan Henderson,182cm,67kg,(Age: 34-363d),2.0,20.25,4.75,23.575,0.833,0.197,0.098,0.52,20.4,0.0,0.0,42.25,28.0,21.5,29.25,20.5,0.5,1657.25,28940.5,7587.75,192.75,181.25,34.0,3.5,733.5,701.25,170.5,26545454,,,
16,Kyle Walker,2,England,RB,Kyle Walker-Peters,173cm,63kg,(Age: 28-063d),0.333,15.333,4.667,21.933,0.587,0.16,0.013,0.07,17.667,0.0,0.0,51.0,31.333,26.667,29.667,46.667,1.333,910.333,13459.667,4445.667,84.667,50.667,21.0,1.333,514.0,316.667,45.333,10083333,,,
371,Jack Grealish,7,England,LW,Jack Grealish,175cm,68kg,(Age: 29-278d),5.75,58.0,19.5,33.825,2.09,0.708,0.098,0.29,17.6,0.0,0.25,28.5,18.25,21.0,14.75,13.5,1.0,1057.25,16686.75,4494.0,184.5,91.5,57.5,6.25,569.25,357.75,87.25,49041666,,,
231,Conor Coady,16,England,RCB,Conor Coady,185cm,78kg,(Age: 32-110d),1.25,4.75,1.5,30.95,0.128,0.04,0.235,0.75,12.05,0.0,0.0,33.25,19.75,35.75,28.25,131.5,1.75,1538.0,35864.5,15264.0,61.0,87.0,4.0,0.0,326.25,860.0,339.25,15076923,,,
25,Raheem Sterling,10,England,LW,Raheem Sterling,170cm,69kg,(Age: 30-189d),15.0,74.25,31.75,43.35,2.63,1.125,0.193,0.453,14.1,0.5,1.5,25.75,12.75,17.75,14.75,3.75,0.0,942.75,11091.5,2155.25,79.75,29.0,44.5,5.5,651.0,197.5,17.75,111909090,,,
21,Phil Foden,20,England,RW,Phil Foden,169cm,69kg,(Age: 25-018d),7.667,45.333,18.667,41.4,2.773,1.147,0.17,0.407,15.433,0.0,0.0,17.333,9.667,7.667,9.333,6.0,0.0,672.0,9386.667,1873.667,72.0,36.667,23.0,4.0,420.667,172.667,35.667,37071428,,,
105,Mason Mount,19,England,AM,Mason Mount,175cm,63kg,(Age: 26-156d),8.0,81.0,27.75,34.35,2.623,0.903,0.092,0.27,20.05,0.5,0.5,50.25,23.5,28.25,19.5,18.0,0.25,1179.5,17392.5,4880.5,173.25,112.25,46.5,6.0,660.0,341.25,91.25,33708333,1999-01-10,26,181
10,John Stones,5,England,RCB,John Stones,188cm,69kg,(Age: 31-018d),1.25,8.75,3.0,31.4,0.54,0.19,0.095,0.25,11.825,0.0,0.0,14.5,8.5,11.5,13.0,44.75,1.25,1292.75,23273.5,7158.25,91.25,94.75,3.0,0.0,517.75,635.75,111.0,42785714,,,
2005,Kalvin Phillips,14,England,DM,Kalvin Phillips,177cm,68kg,(Age: 29-195d),1.0,16.667,5.0,29.433,0.653,0.183,0.057,0.163,26.1,0.0,0.0,75.333,41.333,43.333,40.0,43.333,1.333,1249.333,25893.0,7525.333,142.667,113.0,17.333,1.667,426.333,589.333,214.667,19153846,1995-12-02,29,179
281,Aaron Ramsdale,23,England,GK,Aaron Ramsdale,195cm,79kg,(Age: 27-032d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333,1.667,0.0,0.667,24.333,3.333,679.667,21167.333,16535.667,0.333,30.0,0.667,0.333,130.333,292.667,254.333,10770833,,,
1916,Ben White,21,England,RCB,Ben White,182cm,73kg,(Age: 27-250d),0.5,13.667,2.667,18.7,0.353,0.07,0.017,0.083,15.4,0.0,0.0,55.667,31.667,47.0,73.333,95.333,0.0,1748.0,33763.0,11900.333,145.0,124.0,11.333,0.5,591.0,966.0,171.667,20555555,,,
13975,Milad Mohammadi,5,Iran,LWB,Milad Mohammadi,178cm,68kg,(Age: 31-259d),0.75,23.0,6.0,28.0,1.09,0.295,0.045,0.17,21.85,0.0,0.0,59.5,35.0,28.0,22.5,46.5,0.0,856.5,15510.0,5172.5,78.5,52.5,26.0,2.0,389.0,346.0,105.0,3290000,,,
13982,Ahmad Nourollahi,21,Iran,CM,Ahmad Nourollahi,185cm,73kg,(Age: 32-133d),4.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,912500,,,
13971,Ehsan Hajsafi,3,Iran,LW,Ehsan Hajsafi,176cm,73kg,(Age: 35-110d),2.75,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,1164285,,,
457,Alireza Jahanbakhsh,7,Iran,RW,Alireza Jahanbakhsh,180cm,77kg,(Age: 31-308d),1.333,31.0,10.0,28.067,2.68,0.75,0.023,0.063,20.433,0.0,0.0,27.0,15.333,13.333,10.0,4.0,0.0,316.667,4968.333,1313.0,42.0,20.667,22.333,1.333,175.333,100.333,26.667,10227272,,,
13980,Saeid Ezatolahi,6,Iran,DM,Saeid Ezatolahi,190cm,82kg,(Age: 28-257d),2.5,27.0,6.5,18.55,1.41,0.265,0.085,0.665,,0.0,0.0,,30.5,,31.0,,,,,,,,,0.5,,,,,,,
13974,Shoja Khalilzadeh,4,Iran,RCB,Shoja' Khalilzadeh,179cm,79kg,(Age: 36-032d),2.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,807142,1989-05-14,36,180
13972,Abolfazl Jalali,25,Iran,LB,Abolfazl Jalali,177cm,71kg,(Age: 26-354d),,,,,,,,,,,,,,,,,,,,,,,,,,,,156250,,,
13969,Hossein Hosseini,24,Iran,GK,Abdollah Hosseini,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,596875,,,
13968,Alireza Beiranvand,1,Iran,GK,Alireza Beiranvand,192cm,84kg,(Age: 32-267d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,5.5,0.5,197.0,5941.0,4556.0,0.0,4.0,0.0,0.0,30.0,91.5,75.5,2120000,,,
13981,Ali Gholizadeh,17,Iran,RW,Ali Gholizadeh,176cm,72kg,(Age: 29-097d),4.75,44.0,17.0,36.825,2.115,0.787,0.095,0.255,20.125,0.0,0.0,34.75,23.25,18.5,11.5,7.0,0.0,631.25,11473.75,3665.75,126.5,78.75,36.75,5.0,278.5,257.25,79.0,2063636,,,
5070,Saman Ghoddos,14,Iran,AM,Saman Ghoddos,176cm,74kg,(Age: 31-282d),2.0,20.5,7.0,35.4,1.68,0.585,0.11,0.3,19.8,0.0,0.0,24.0,13.0,8.5,7.0,13.0,0.0,266.0,4498.5,1370.0,44.5,24.0,12.0,1.5,125.5,106.0,24.0,3586363,,,
12222,Majid Hosseini,19,Iran,LCB,Majid Hosseini,183cm,78kg,(Age: 28-360d),0.25,4.25,1.0,28.133,0.215,0.06,0.0,0.0,,0.25,0.5,,,,,,,,,,,,,,,,,1706666,,,
11633,Payam Niazmand,12,Iran,GK,Payam Niazmand,193cm,82kg,(Age: 30-070d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,678125,,,
13984,Karim Ansarifard,10,Iran,CF,Karim Ansarifard,181cm,77kg,,8.5,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1928571,,,
13977,Morteza Pouraliganji,8,Iran,RCB,Morteza Pouraliganji,184cm,83kg,(Age: 33-057d),2.0,8.0,3.0,37.5,1.37,0.51,0.25,0.67,13.7,0.0,0.0,10.0,8.0,9.0,17.0,35.0,1.0,194.0,3660.0,1643.0,12.0,12.0,1.0,0.0,66.0,111.0,16.0,1137500,,,
12235,Ali Karimi,18,Iran,CM,Ali Karimi,186cm,69kg,(Age: 31-124d),2.667,,,,,,,,,0.0,0.333,,,,,,,,,,,,,,,,,521428,,,
8561,Mehdi Taremi,9,Iran,CF,Mehdi Taremi,186cm,82kg,(Age: 32-332d),18.0,80.0,30.667,38.133,3.09,1.187,0.157,0.42,15.133,5.333,5.667,16.333,8.333,20.667,9.333,14.0,0.333,429.0,5798.0,1353.333,61.667,34.0,23.0,8.333,256.0,124.333,18.667,6463636,,,
13967,Amir Abedzadeh,22,Iran,GK,Amir Abedzadeh,185cm,79kg,(Age: 32-050d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.667,11.0,1.0,678.0,22018.0,16287.0,1.0,20.0,0.0,0.0,61.0,303.0,309.0,1031818,,,
13970,Roozbeh Cheshmi,15,Iran,MCB,Roozbeh Cheshmi,190cm,79kg,(Age: 31-326d),0.333,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,804166,,,
13976,Sadegh Moharrami,2,Iran,RWB,Sadegh Moharrami,174cm,71kg,(Age: 29-106d),0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,1000000,,,
13978,Ramin Rezaeian,23,Iran,RB,Ramin Rezaeian,185cm,77kg,(Age: 35-086d),1.667,8.0,2.0,25.0,0.63,0.16,0.13,0.5,27.5,0.667,0.667,23.0,14.0,4.0,6.0,28.0,2.0,282.0,5096.0,2320.0,25.0,16.0,7.0,1.333,131.0,116.0,31.0,689285,,,
7441,Sardar Azmoun,20,Iran,CF,Sardar Azmoun,183cm,78kg,(Age: 30-165d),14.333,67.667,33.333,50.467,3.687,1.847,0.187,0.373,,1.667,2.667,,8.667,,5.0,,,,,,,,,3.333,,,,16916666,,,
13983,Mehdi Torabi,16,Iran,LW,Mehdi Torabi,185cm,71kg,(Age: 30-278d),4.75,,,,,,,,,2.0,2.25,,,,,,,,,,,,,,,,,1087500,,,
13973,Hossein Kanaani,13,Iran,RCB,Hossein Kanaanizadegan,188cm,78kg,(Age: 31-084d),1.333,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,588888,1994-03-23,31,188
13979,Vahid Amiri,11,Iran,LW,Vahid Amiri,183cm,71kg,(Age: 37-074d),2.75,3.0,2.0,66.7,0.39,0.26,0.33,0.5,,0.0,0.0,,,,,,,,,,,,,,,,,796428,,,
8343,Sergiño Dest,2,United States,RB,Sergiño Dest,173cm,68kg,(Age: 24-224d),0.667,15.667,3.333,23.4,0.893,0.18,0.047,0.133,17.367,0.0,0.0,33.333,18.667,21.0,10.0,19.333,0.667,930.333,12049.0,3277.667,76.0,51.667,21.667,2.667,600.333,247.667,25.333,14925000,,,
1174,Cristian Roldán,17,United States,CM,Cristian Roldan,173cm,74kg,(Age: 30-012d),4.5,36.75,11.75,32.95,1.488,0.48,0.12,0.385,16.25,0.0,0.0,38.75,22.25,26.0,19.5,28.75,0.5,990.75,17212.25,4933.75,154.0,124.5,28.25,4.25,458.75,384.5,111.75,3800000,,,
107,Christian Pulisic,10,United States,LW,Christian Pulisic,172cm,68kg,(Age: 26-270d),5.75,40.25,15.5,38.3,2.52,0.97,0.147,0.39,13.725,0.0,0.0,15.5,8.75,16.0,7.25,10.0,0.0,464.75,6104.0,1211.0,53.25,23.75,18.75,3.0,295.25,125.75,14.75,54000000,,,
916,Walker Zimmerman,3,United States,RCB,Walker Zimmerman,190cm,84kg,(Age: 32-027d),2.75,23.25,8.75,36.775,0.963,0.357,0.12,0.31,10.475,0.0,0.0,32.25,16.0,21.0,38.75,110.75,0.75,1007.0,20544.0,8902.5,74.25,63.5,3.25,0.75,301.5,574.0,124.5,2485000,,,
940,Matt Turner,1,United States,GK,Matt Turner,191cm,78kg,(Age: 30-356d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.75,4.25,0.0,387.5,12035.75,9442.0,0.0,7.75,0.25,0.0,50.25,179.75,156.25,1011111,,,
70,Cameron Carter-Vickers,20,United States,RCB,Cameron Carter-Vickers,183cm,92kg,(Age: 27-166d),1.25,6.0,2.5,35.0,0.265,0.095,0.122,0.357,11.233,0.0,0.0,18.0,15.25,17.333,25.5,70.667,0.0,622.333,12425.0,4065.333,34.667,22.0,3.0,0.5,197.333,345.0,75.333,1888888,,,
1971,Tim Ream,13,United States,LCB,Tim Ream,185cm,73kg,(Age: 37-253d),0.25,2.5,0.25,4.767,0.06,0.005,0.047,1.0,14.2,0.0,0.0,28.0,14.75,26.75,31.5,95.5,2.75,1819.25,36593.25,13833.75,165.75,130.0,2.5,0.5,511.5,1101.75,193.75,2027272,,,
1340,Shaq Moore,18,United States,RB,Shaq Moore,180cm,73kg,(Age: 28-225d),0.25,14.0,2.25,19.95,0.795,0.138,0.02,0.125,22.4,0.0,0.0,29.0,17.0,6.0,23.0,20.0,0.0,311.0,5517.0,1979.0,32.0,23.0,10.0,2.0,133.0,138.0,32.0,527272,,,
7015,Ethan Horvath,12,United States,GK,Ethan Horvath,194cm,83kg,(Age: 30-006d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5.5,0.0,387.0,11467.0,9332.5,0.0,5.5,0.0,0.0,49.0,198.0,139.0,1400000,1995-06-09,30,195
687,Kellyn Acosta,23,United States,DM,Kellyn Acosta,178cm,68kg,(Age: 29-326d),1.75,27.75,8.5,28.725,1.335,0.423,0.062,0.268,22.75,0.0,0.0,39.75,23.75,20.75,19.25,15.75,0.25,792.0,13501.75,4111.0,108.75,86.5,14.75,2.0,378.25,321.0,70.75,2572222,,,
328,DeAndre Yedlin,22,United States,RB,DeAndre Yedlin,173cm,68kg,(Age: 31-341d),0.333,3.333,0.667,27.767,0.21,0.067,0.167,0.5,22.2,0.0,0.0,54.0,19.333,31.0,23.333,88.0,0.0,1311.0,20197.0,7546.0,113.0,63.0,30.0,1.0,739.0,473.0,74.0,6259999,,,
13121,Yunus Musah,6,United States,CM,Yunus Musah,178cm,74kg,(Age: 22-198d),1.0,6.5,2.0,30.95,0.425,0.13,0.155,0.5,16.75,0.0,0.0,22.0,15.5,19.5,14.5,11.5,0.5,295.5,4521.5,922.5,32.0,19.5,9.5,0.0,163.0,93.5,21.5,7566666,,,
1336,Timothy Weah,21,United States,RW,Timothy Weah,185cm,67kg,(Age: 25-113d),3.0,29.0,9.0,32.0,2.175,0.71,0.11,0.33,17.4,0.0,0.0,17.0,7.0,11.5,7.0,6.0,0.0,316.5,4277.0,1058.0,31.0,21.0,11.5,2.0,183.0,94.5,14.0,7881818,,,
13008,Luca De La Torre,14,United States,CM,Luca de la Torre,175cm,72kg,(Age: 27-023d),2.333,22.0,4.0,17.9,0.77,0.135,0.045,0.265,18.65,0.0,0.0,61.5,37.5,34.5,20.5,20.0,0.5,1112.0,17121.0,4498.0,161.0,112.5,17.5,1.667,587.5,420.5,62.5,555000,,,
977,Joe Scally,26,United States,RB,Joe Scally,179cm,74kg,(Age: 22-166d),1.0,18.0,6.0,33.3,0.85,0.28,0.06,0.17,18.5,0.0,0.0,40.0,30.0,27.0,22.0,38.0,0.0,795.0,12839.0,4055.0,57.0,44.0,17.0,2.0,410.0,307.0,59.0,2300000,,,
1339,Tyler Adams,4,United States,CM,Tyler Adams,180cm,69kg,(Age: 26-121d),0.25,4.5,1.5,30.35,0.345,0.1,0.035,0.083,21.15,0.0,0.0,27.25,15.75,19.75,18.75,17.75,0.5,743.75,11046.75,3250.75,76.75,67.5,11.75,1.0,407.5,258.0,40.5,12163636,,,
968,Sean Johnson,25,United States,GK,Sean Johnson,191cm,97kg,(Age: 36-015d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,10.25,1.5,784.5,20560.75,14020.5,0.0,7.75,1.0,0.25,133.0,441.25,206.75,1566666,,,
1334,Weston McKennie,8,United States,CM,Weston McKennie,185cm,78kg,(Age: 26-291d),3.0,27.25,8.5,30.75,1.43,0.445,0.108,0.37,14.8,0.0,0.0,30.0,16.0,26.0,33.25,32.75,0.25,603.75,9836.25,2674.5,70.75,44.0,12.25,1.5,310.5,215.0,53.75,19318181,,,
1184,Jordan Morris,16,United States,LW,Jordan Morris,181cm,83kg,(Age: 30-232d),8.5,46.5,20.0,43.45,2.07,0.895,0.195,0.44,12.75,0.0,0.0,15.5,9.0,18.5,8.0,11.0,0.5,481.0,6533.0,1376.0,54.5,30.0,20.5,4.5,310.5,122.5,21.5,3059090,1994-10-26,30,181
1973,Antonee Robinson,5,United States,LB,Antonee Robinson,179cm,72kg,(Age: 27-311d),0.75,10.75,3.0,28.875,0.36,0.107,0.073,0.333,21.075,0.0,0.0,58.25,37.75,29.5,52.0,90.0,0.5,1252.5,21400.5,8172.5,119.75,88.0,42.25,1.5,596.5,505.75,124.25,4350000,,,
5135,Josh Sargent,24,United States,CF,Josh Sargent,180cm,78kg,(Age: 25-115d),3.667,32.667,11.667,32.367,1.62,0.553,0.107,0.52,15.867,0.0,0.0,23.0,13.0,28.333,14.0,25.0,0.667,315.0,3906.0,850.667,26.0,18.333,6.333,1.667,210.333,73.0,10.667,5346153,,,
12183,Haji Wright,19,United States,CF,Haji Wright,188cm,79kg,(Age: 27-080d),8.333,46.667,19.667,38.2,2.35,0.95,0.133,0.273,16.5,1.0,1.333,12.0,7.0,9.0,3.667,9.0,0.0,208.0,2970.0,652.0,25.0,16.0,9.0,0.667,131.0,62.0,10.0,611111,,,
1067,Brenden Aaronson,11,United States,AM,Brenden Aaronson,178cm,68kg,(Age: 24-236d),4.0,36.0,12.5,35.0,1.868,0.645,0.123,0.347,17.1,0.25,0.25,33.0,13.25,34.0,7.75,7.5,0.0,457.0,6355.0,1380.5,60.0,25.5,16.0,3.5,278.5,139.5,16.0,4386363,,,
4681,Giovanni Reyna,7,United States,AM,Gio Reyna,183cm,71kg,(Age: 22-214d),4.0,38.0,12.0,31.6,1.73,0.55,0.11,0.33,16.6,0.5,0.5,24.0,13.0,14.0,10.0,11.0,0.0,754.0,10611.0,2195.0,64.0,48.0,27.0,5.0,456.0,227.0,33.0,26611111,,,
802,Jesús Ferreira,9,United States,CF,Jesús Ferreira,173cm,72kg,(Age: 24-173d),8.75,54.0,23.5,41.475,2.243,0.95,0.138,0.323,19.0,0.0,0.0,34.5,20.0,13.75,15.5,16.75,0.25,621.25,10578.75,2849.5,94.0,60.75,26.0,5.0,304.0,215.25,73.5,1887500,,,
997,Aaron Long,15,United States,RCB,Aaron Long,185cm,82kg,(Age: 32-246d),2.0,12.25,4.25,37.45,0.735,0.237,0.163,0.367,11.725,0.0,0.0,17.25,11.5,19.25,23.75,69.0,0.5,494.0,9623.25,4581.0,57.0,40.5,2.25,0.0,171.5,254.0,62.75,2616666,,,
8420,Papu Gómez,17,Argentina,AM,Papu Gómez,165cm,68kg,,4.75,44.0,18.75,43.875,2.605,1.127,0.133,0.305,21.125,0.0,0.0,14.5,8.0,15.0,8.0,6.25,0.75,814.5,13632.25,3784.75,125.0,76.75,41.0,5.0,407.5,297.0,79.0,13777777,,,
7757,Thiago Almada,16,Argentina,AM,Thiago Almada,170cm,62kg,(Age: 24-050d),4.667,49.667,16.667,34.467,2.46,0.84,0.097,0.273,23.1,0.333,0.667,19.667,10.333,7.667,8.667,3.0,0.0,890.333,15284.0,3814.333,128.333,94.0,42.333,3.667,426.0,322.333,106.0,16333333,2001-04-26,24,171
1389,Angel Correa,15,Argentina,CF,Ángel Correa,173cm,69kg,(Age: 30-098d),7.25,44.25,18.25,40.45,1.94,0.802,0.155,0.373,17.875,0.0,0.0,29.25,14.25,23.5,15.75,15.25,0.0,533.25,6613.25,1575.0,69.75,38.0,21.75,5.25,327.0,125.25,19.5,34307692,1995-03-09,30,171
4590,Exequiel Palacios,14,Argentina,CM,Exequiel Palacios,177cm,69kg,(Age: 26-253d),1.0,12.0,2.667,18.9,1.05,0.223,0.08,0.375,25.1,0.0,0.0,32.333,18.0,17.333,17.0,8.667,0.667,615.333,10136.0,3398.333,88.667,76.333,12.667,1.0,319.667,215.667,58.667,16659090,,,
3868,Ángel Di María,11,Argentina,RW,Ángel Di María,180cm,69kg,(Age: 37-121d),7.25,70.0,22.75,33.225,3.175,1.045,0.098,0.297,20.45,0.25,0.5,25.25,16.0,17.25,9.75,3.75,0.75,929.0,14773.25,4513.25,150.0,86.75,64.75,10.25,499.25,278.0,95.25,33416666,,,
