playerId,playerNickname,shirtNumber,playerTeam,playerRole,Full Name,Height,Weight,Age Info,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,pens_made,pens_att,Market Value,birth_date,age,height_cm
1672,Thibaut Courtois,1,Belgium,GK,Thibaut Courtois,199cm,91kg,(Age: 32-325d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60928571.0,1992-05-11,32.0,200.0
4684,Thorgan Hazard,16,Belgium,LW,Thorgan Hazard,174cm,68kg,(Age: 32-003d),5.5,38.0,13.25,35.175,1.735,0.608,0.13,0.393,18.525,0.75,1.25,31900000.0,1993-03-29,32.0,175.0
13853,Zeno Debast,26,Belgium,RCB,Zeno Debast,189cm,73kg,(Age: 21-159d),,,,,,,,,,,,600000.0,2003-10-24,21.0,191.0
1938,Hakim Ziyech,7,Morocco,RW,Hakim Ziyech,180cm,69kg,(Age: 32-013d),7.0,58.667,20.667,35.2,3.74,1.32,0.07,0.19,22.15,0.0,0.0,36500000.0,1993-03-19,32.0,180.0
13864,Yahia Attiyat Allah,25,Morocco,LB,,,,,,,,,,,,,,,,479545.0,1995-03-02,30.0,176.0
12586,Sofyan Amrabat,4,Morocco,CM,Sofyan Amrabat,173cm,69kg,(Age: 28-223d),0.667,10.667,4.0,46.1,0.433,0.193,0.083,0.11,23.433,0.333,0.333,11066666.0,1996-08-21,28.0,185.0
233,Romain Saïss,6,Morocco,LCB,Romain Saïss,190cm,76kg,(Age: 35-006d),2.25,20.25,7.5,37.85,0.828,0.318,0.12,0.312,14.325,0.0,0.0,7200000.0,1990-03-26,35.0,188.0
13869,Walid Cheddira,21,Morocco,CF,Walid Cheddira,186cm,78kg,(Age: 27-069d),8.333,48.333,20.667,39.167,2.243,0.913,0.12,0.307,13.933,2.0,2.333,166666.0,1998-01-22,27.0,187.0
4002,Nayef Aguerd,5,Morocco,LCB,Nayef Aguerd,188cm,76kg,(Age: 29-002d),2.25,16.75,4.5,28.6,0.715,0.208,0.185,0.635,13.875,0.0,0.0,3570833.0,1996-03-30,29.0,190.0
13021,Abde Ezzalzouli,16,Morocco,LW,Abde Ezzalzouli,177cm,73kg,(Age: 23-105d),1.0,16.0,4.0,25.0,2.48,0.62,0.06,0.25,16.5,0.0,0.0,1541666.0,2001-12-17,23.0,177.0
6925,Ilias Chair,13,Morocco,AM,Ilias Chair,158cm,54kg,(Age: 27-153d),7.0,79.667,28.333,35.767,2.377,0.85,0.083,0.243,20.0,0.0,0.0,2525000.0,1997-10-30,27.0,171.0
13560,Anass Zaroury,10,Morocco,LW,Anass Zaroury,,,(Age: 24-145d),6.0,43.0,18.0,41.9,2.28,0.96,0.12,0.28,,0.0,0.0,433333.0,2000-11-07,24.0,176.0
13044,Jawad El Yamiq,18,Morocco,RCB,Jawad El Yamiq,190cm,73kg,(Age: 33-031d),0.667,14.0,3.0,24.033,0.793,0.18,0.023,0.133,18.0,0.0,0.0,959090.0,1992-02-29,33.0,193.0
4324,Azzedine Ounahi,8,Morocco,CM,Azzedine Ounahi,182cm,72kg,(Age: 24-347d),2.0,26.0,4.0,15.4,1.43,0.22,0.08,0.5,23.3,0.0,0.0,737500.0,2000-04-19,24.0,182.0
13868,Yahya Jabrane,26,Morocco,DM,Yahya Jabrane,183cm,72kg,(Age: 33-287d),,,,,,,,,,,,800000.0,1991-06-18,33.0,187.0
1785,Bono,1,Morocco,GK,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8666666.0,1991-04-05,33.0,195.0
9820,Achraf Dari,20,Morocco,LCB,Achraf Dari,190cm,82kg,(Age: 25-330d),1.0,4.0,2.0,50.0,0.27,0.14,0.25,0.5,15.4,0.0,0.0,734090.0,1999-05-06,25.0,188.0
13870,Abderrazak Hamdallah,9,Morocco,CF,Abderrazak Hamdallah,179cm,74kg,(Age: 34-105d),17.333,88.667,37.667,43.133,4.843,2.053,0.143,0.313,,6.0,8.0,5050000.0,1990-12-17,34.0,182.0
13865,Badr Benoun,24,Morocco,RCB,,,,,,,,,,,,,,,,1270833.0,1993-09-30,31.0,193.0
13866,Selim Amallah,15,Morocco,AM,Selim Amallah,186cm,78kg,(Age: 28-137d),5.5,49.0,17.0,34.6,2.78,0.96,0.085,0.24,,0.75,0.75,3945454.0,1996-11-15,28.0,185.0
13862,Munir,12,Morocco,GK,Munir,192cm,79kg,(Age: 35-326d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,1995-09-01,29.0,177.0
12777,Abdelhamid Sabiri,11,Morocco,CM,Abdelhamid Sabiri,183cm,79kg,(Age: 28-124d),4.5,40.0,16.0,42.875,2.728,1.11,0.11,0.245,24.25,0.75,1.0,1516666.0,1996-11-28,28.0,186.0
13863,Ahmed Reda Tagnaouti,22,Morocco,GK,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026923.0,1996-04-05,28.0,192.0
9865,Zakaria Aboukhlal,14,Morocco,RW,Zakaria Aboukhlal,179cm,72kg,(Age: 25-042d),4.333,35.333,11.333,31.433,4.37,1.4,0.123,0.413,,0.0,0.0,1555555.0,2000-02-18,25.0,179.0
13867,Bilal El Khannouss,23,Morocco,CM,Bilal El Khannouss,180cm,69kg,(Age: 20-326d),2.0,36.333,9.0,24.2,1.6,0.397,0.063,0.277,23.1,0.0,0.0,,2004-05-10,20.0,180.0
1810,Youssef En-Nesyri,19,Morocco,CF,Youssef En-Nesyri,192cm,77kg,(Age: 27-304d),7.75,43.75,16.25,37.825,2.638,0.992,0.158,0.43,12.675,0.25,0.25,14273333.0,1997-06-01,27.0,188.0
1681,Achraf Hakimi,2,Morocco,RB,Achraf Hakimi,177cm,68kg,(Age: 26-148d),4.5,29.25,12.75,42.15,1.085,0.455,0.153,0.373,17.65,0.0,0.0,38166666.0,1998-11-04,26.0,181.0
401,Sofiane Boufal,17,Morocco,LW,Sofiane Boufal,180cm,74kg,(Age: 31-196d),4.333,31.333,12.667,40.467,2.063,0.837,0.087,0.21,19.633,1.667,1.667,9450000.0,1993-09-17,31.0,175.0
8327,Marten De Roon,15,Netherlands,CM,Marten de Roon,185cm,76kg,(Age: 34-003d),2.0,24.5,5.0,20.325,0.793,0.162,0.073,0.368,23.4,0.25,0.25,20777777.0,1991-03-29,34.0,185.0
11094,Cody Gakpo,8,Netherlands,AM,Cody Gakpo,187cm,78kg,(Age: 25-329d),8.667,54.333,20.333,37.533,2.853,1.07,0.16,0.427,,0.333,0.333,6640000.0,1999-05-07,25.0,193.0
8026,Daley Blind,17,Netherlands,LWB,Daley Blind,180cm,72kg,(Age: 35-023d),1.75,20.333,5.333,25.6,0.86,0.217,0.033,0.127,,0.0,0.0,18850000.0,1990-03-09,35.0,180.0
8134,Denzel Dumfries,22,Netherlands,RWB,Denzel Dumfries,188cm,79kg,(Age: 28-348d),4.5,35.667,13.333,37.767,1.457,0.547,0.11,0.3,11.3,0.25,0.25,12083333.0,1996-04-18,28.0,188.0
84,Steven Bergwijn,7,Netherlands,CF,Steven Bergwijn,178cm,73kg,(Age: 27-175d),3.0,19.75,9.25,46.05,1.933,0.925,0.168,0.365,16.167,0.25,0.25,22166666.0,1997-10-08,27.0,171.0
8342,Memphis Depay,10,Netherlands,CF,Memphis,176cm,73kg,(Age: 31-047d),12.75,78.25,32.75,43.175,3.393,1.445,0.13,0.302,20.725,3.25,4.0,44666666.0,1994-02-13,31.0,178.0
1812,Luuk de Jong,9,Netherlands,CF,Luuk de Jong,188cm,79kg,(Age: 34-217d),10.75,37.667,15.0,39.4,2.687,1.07,0.163,0.403,10.733,0.0,0.0,9454545.0,1990-08-27,34.0,188.0
8123,Stefan De Vrij,6,Netherlands,RCB,Stefan de Vrij,189cm,78kg,(Age: 33-055d),1.75,17.5,4.75,27.9,0.608,0.16,0.098,0.312,11.0,0.0,0.0,49300000.0,1992-02-05,33.0,189.0
4586,Jeremie Frimpong,26,Netherlands,RB,Jeremie Frimpong,172cm,67kg,(Age: 24-112d),1.333,11.333,5.333,47.333,0.653,0.323,0.127,0.263,19.2,0.0,0.0,7211111.0,2000-12-10,24.0,172.0
3861,Xavi Simons,25,Netherlands,AM,Xavi Simons,168cm,60kg,(Age: 21-345d),,,,,,,,,,,,833333.0,2003-04-21,21.0,179.0
8032,Kenneth Taylor,24,Netherlands,CM,Kenneth Taylor,178cm,73kg,(Age: 22-320d),5.0,21.333,9.667,43.667,1.513,0.66,0.163,0.357,,2.0,2.333,2343750.0,2002-05-16,22.0,182.0
5009,Wout Weghorst,19,Netherlands,CF,Wout Weghorst,197cm,83kg,(Age: 32-237d),11.0,59.25,25.75,41.475,2.34,0.993,0.14,0.33,13.0,1.75,2.25,18607142.0,1992-08-07,32.0,197.0
3315,Vincent Janssen,18,Netherlands,CF,Vincent Janssen,180cm,78kg,(Age: 30-290d),2.667,46.333,17.667,38.967,3.857,1.487,0.067,0.163,,0.0,0.333,7136363.0,1994-06-15,30.0,185.0
10703,Tyrell Malacia,16,Netherlands,LB,Tyrell Malacia,175cm,68kg,(Age: 25-227d),0.333,25.0,5.0,26.233,0.913,0.197,0.007,0.037,22.1,0.0,0.0,3613333.0,1999-08-17,25.0,169.0
8033,Davy Klaassen,14,Netherlands,AM,Davy Klaassen,185cm,78kg,(Age: 32-039d),9.333,41.667,20.0,47.6,1.68,0.823,0.207,0.447,20.0,0.667,1.667,16727272.0,1993-02-21,32.0,179.0
11099,Justin Bijlow,13,Netherlands,GK,Justin Bijlow,188cm,73kg,(Age: 27-069d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4980769.0,1998-01-22,27.0,188.0
9093,Noa Lang,12,Netherlands,LW,Noa Lang,179cm,72kg,(Age: 25-288d),10.5,63.5,25.0,38.8,2.875,1.19,0.155,0.42,,0.5,0.5,7180769.0,1999-06-17,25.0,170.0
8034,Steven Berghuis,11,Netherlands,AM,Steven Berghuis,180cm,74kg,(Age: 33-103d),13.25,88.0,36.667,40.633,3.333,1.4,0.1,0.267,,4.25,5.0,12333333.0,1991-12-19,33.0,182.0
8020,Remko Pasveer,1,Netherlands,GK,Remko Pasveer,187cm,87kg,(Age: 41-144d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375000.0,1983-11-08,41.0,188.0
8045,Matthijs De Ligt,3,Netherlands,RCB,Matthijs de Ligt,189cm,88kg,(Age: 25-232d),2.75,19.0,8.333,43.867,0.7,0.303,0.14,0.303,13.333,0.0,0.0,59892857.0,1999-08-12,25.0,189.0
8326,Teun Koopmeiners,20,Netherlands,DM,Teun Koopmeiners,186cm,79kg,(Age: 27-032d),10.0,38.0,17.0,43.533,1.437,0.637,0.12,0.293,23.9,5.333,6.667,10250000.0,1998-02-28,27.0,184.0
11241,Andries Noppert,23,Netherlands,GK,Andries Noppert,203cm,83kg,(Age: 30-359d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145000.0,1994-04-07,30.0,203.0
37,Virgil van Dijk,4,Netherlands,MCB,Virgil van Dijk,193cm,87kg,(Age: 33-267d),4.0,32.333,12.0,37.0,0.89,0.33,0.127,0.357,12.667,0.0,0.0,72083333.0,1991-07-08,33.0,195.0
284,Nathan Aké,5,Netherlands,LCB,Nathan Aké,180cm,74kg,(Age: 30-042d),2.25,14.5,4.5,33.325,0.598,0.193,0.243,0.698,10.625,0.0,0.0,28538461.0,1995-02-18,30.0,180.0
8022,Jurrien Timber,2,Netherlands,RCB,Jurriën Timber,179cm,78kg,(Age: 23-288d),1.333,11.333,3.667,25.267,0.46,0.14,0.1,0.443,,0.0,0.0,4905000.0,2001-06-17,23.0,179.0
1522,Frenkie de Jong,21,Netherlands,CM,Frenkie de Jong,180cm,68kg,(Age: 27-324d),2.75,12.667,5.667,58.833,0.427,0.197,0.287,0.477,12.6,0.0,0.0,62384615.0,1997-05-12,27.0,181.0
14010,Firas Al-Buraikan,9,Saudi Arabia,RM,Firas Al-Buraikan,182cm,76kg,(Age: 24-322d),6.5,27.0,11.0,33.3,1.845,0.625,0.22,0.75,,0.5,0.5,217857.0,2000-05-14,24.0,181.0
14001,Abdullah Otayf,14,Saudi Arabia,DM,Abdullah Otayf,177cm,66kg,,0.0,3.0,0.5,10.0,0.31,0.05,0.0,0.0,,0.0,0.0,846875.0,1992-08-03,32.0,177.0
14012,Haitham Asiri,25,Saudi Arabia,CF,Asiri Haitham,173cm,64kg,(Age: 24-007d),2.0,25.0,10.0,40.0,2.01,0.8,0.08,0.2,,0.0,0.0,216666.0,2001-03-25,24.0,173.0
14006,Ali Al-Hassan,15,Saudi Arabia,DM,,,,,,,,,,,,,,,,468750.0,1997-03-04,28.0,176.0
13988,Mohammed Al-Rubaie,1,Saudi Arabia,GK,Mohammed Al Yami,188cm,78kg,(Age: 27-230d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583333.0,1997-08-14,27.0,190.0
13993,Sultan Al-Ghannam,2,Saudi Arabia,RB,Sultan Al-Ghanam,174cm,63kg,(Age: 30-330d),1.75,26.0,8.25,34.45,1.033,0.335,0.07,0.232,,0.0,0.25,1240625.0,1994-05-06,30.0,173.0
14004,Abdulelah Al-Malki,8,Saudi Arabia,DM,,,,,,,,,,,,,,,,650000.0,1994-10-11,30.0,170.0
13994,Saud Abdulhamid,12,Saudi Arabia,RB,Saud Abdulhamid,171cm,68kg,(Age: 25-257d),0.5,6.5,1.75,15.175,0.318,0.068,0.048,0.35,,0.0,0.0,333333.0,1999-07-18,25.0,175.0
14002,Hattan Bahebri,19,Saudi Arabia,RW,Hattan Bahebri,168cm,66kg,(Age: 32-259d),3.5,32.0,13.0,31.15,2.36,0.73,0.07,0.145,,0.0,0.0,881250.0,1992-07-16,32.0,172.0
14003,Mohamed Kanno,23,Saudi Arabia,CM,Mohamed Kanno,192cm,73kg,(Age: 30-191d),2.5,21.75,9.5,43.65,1.363,0.622,0.1,0.225,,0.5,0.5,2406250.0,1994-09-22,30.0,192.0
13991,Mohammed Al-Burayk,6,Saudi Arabia,LB,,,,,,,,,,,,,,,,1987500.0,1992-09-15,32.0,170.0
14000,Nawaf Al-Abed,18,Saudi Arabia,AM,Nawaf Al Abed,168cm,58kg,(Age: 35-065d),1.5,13.5,4.5,30.6,1.93,0.64,0.11,0.395,,0.0,0.0,1156250.0,1990-01-26,35.0,170.0
13998,Salem Al-Dawsari,10,Saudi Arabia,LM,Salem Al-Dawsari,171cm,72kg,(Age: 33-225d),6.75,44.75,17.0,37.5,2.312,0.875,0.125,0.335,,1.0,1.0,2033333.0,1991-08-19,33.0,171.0
13996,Hassan Tambakti,17,Saudi Arabia,RCB,Hassan Al Tambakti,182cm,73kg,(Age: 26-051d),0.0,2.667,1.0,21.45,0.397,0.147,0.0,0.0,,0.0,0.0,200000.0,1999-02-09,26.0,183.0
13989,Nawaf Al-Aqidi,22,Saudi Arabia,GK,Nawaf Al Aqidi,168cm,58kg,(Age: 24-326d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,2000-05-10,24.0,186.0
14005,Sami Al-Najei,16,Saudi Arabia,CM,Sami Al-Najei,175cm,68kg,(Age: 28-053d),2.667,16.0,7.0,39.5,1.333,0.55,0.117,0.277,,0.0,0.0,214285.0,1997-02-07,28.0,176.0
13997,Abdullah Madu,3,Saudi Arabia,LCB,Abdullah Madu,186cm,76kg,(Age: 31-260d),0.0,12.0,2.5,21.1,0.735,0.155,0.0,0.0,,0.0,0.0,621428.0,1993-07-15,31.0,186.0
14009,Abdulrahman Al-Oboud,20,Saudi Arabia,RW,,,,,,,,,,,,,,,,517857.0,1995-06-01,29.0,174.0
14011,Saleh Al-Shehri,11,Saudi Arabia,CF,Saleh Al-Shehri,177cm,74kg,(Age: 31-151d),10.0,41.0,17.0,43.55,3.51,1.52,0.21,0.48,,2.0,2.0,856250.0,1993-11-01,31.0,184.0
13992,Ali Al-Bulayhi,5,Saudi Arabia,LCB,,,,,,,,,,,,,,,,706250.0,1989-11-21,35.0,182.0
13995,Abdulelah Al-Amri,4,Saudi Arabia,RCB,Abdulelah Al-Amri,185cm,73kg,(Age: 28-076d),1.75,10.75,3.0,29.45,0.688,0.202,0.193,0.708,,0.0,0.0,129166.0,1997-01-15,28.0,183.0
14007,Nasser Al-Dawsari,24,Saudi Arabia,LB,Nasser Al-Dawsari,178cm,68kg,(Age: 26-103d),0.5,10.0,2.5,25.0,1.27,0.32,0.04,0.165,,0.0,0.0,171428.0,1998-12-19,26.0,178.0
13987,Mohammed Al-Owais,21,Saudi Arabia,GK,Mohammed Al-Owais,187cm,78kg,(Age: 33-173d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156250.0,1991-10-10,33.0,185.0
11960,Enner Valencia,13,Ecuador,LW,Enner Valencia,174cm,73kg,(Age: 35-148d),6.25,53.667,20.333,38.567,2.947,1.167,0.097,0.24,,1.0,1.25,3433333.0,1989-11-04,35.0,178.0
2134,Moises Caicedo,23,Ecuador,CM,Moisés Caicedo,178cm,74kg,(Age: 23-150d),1.0,10.5,3.0,29.1,1.34,0.395,0.095,0.375,18.4,0.0,0.0,3250000.0,2001-11-02,23.0,178.0
3750,Ayrton Preciado,9,Ecuador,LW,Ayrton Preciado,182cm,72kg,(Age: 30-258d),3.0,9.0,4.0,44.4,1.71,0.76,0.33,0.75,,0.0,0.0,1933333.0,1994-07-17,30.0,181.0
1287,José Cifuentes,5,Ecuador,CM,José Cifuentes,175cm,72kg,(Age: 26-020d),3.25,51.333,15.667,30.267,2.437,0.723,0.08,0.247,20.133,0.0,0.0,2255555.0,1999-03-12,26.0,178.0
7571,Alan Franco,21,Ecuador,CM,Alan Franco,183cm,77kg,(Age: 26-223d),1.0,12.333,4.333,32.1,0.947,0.307,0.047,0.11,15.1,0.0,0.0,1600000.0,1998-08-21,26.0,176.0
9837,Jackson Porozo,25,Ecuador,RCB,Jackson Porozo,192cm,84kg,(Age: 24-240d),1.0,7.0,2.0,35.0,0.47,0.17,0.25,0.5,,0.0,0.0,660000.0,2000-08-04,24.0,193.0
13938,William Pacho,6,Ecuador,LCB,,,,,,,,,,,,,,,,1350000.0,2001-10-16,23.0,187.0
13936,Robert Arboleda,4,Ecuador,RCB,Robert Arboleda,180cm,69kg,(Age: 33-161d),0.75,14.75,4.5,30.425,0.87,0.258,0.05,0.165,14.325,0.0,0.0,1937500.0,1991-10-22,33.0,189.0
13939,Djorkaeff Reasco,24,Ecuador,CF,Djorkaeff Reasco,172cm,71kg,(Age: 26-073d),4.0,17.0,7.0,41.2,3.08,1.27,0.06,0.14,,0.5,0.5,221428.0,1999-01-18,26.0,172.0
13937,Angelo Preciado,17,Ecuador,RWB,Ángelo Preciado,173cm,73kg,(Age: 27-042d),1.0,4.5,1.0,20.0,0.585,0.17,0.0,0.0,,0.0,0.0,1287500.0,1998-02-18,27.0,173.0
3734,Félix Torres,2,Ecuador,MCB,Félix Torres Caicedo,187cm,78kg,(Age: 28-080d),1.5,12.333,2.667,22.5,0.567,0.123,0.077,0.36,,0.0,0.0,1872727.0,1997-01-11,28.0,187.0
5195,Piero Hincapie,3,Ecuador,LCB,Piero Hincapié,182cm,64kg,(Age: 23-082d),1.0,9.0,1.0,11.1,0.46,0.05,0.11,1.0,15.1,0.0,0.0,3971428.0,2002-01-09,23.0,184.0
1034,Jhegson Méndez,20,Ecuador,CM,Jhegson Méndez,171cm,69kg,(Age: 27-340d),,,,,,,,,,,,995000.0,1997-04-26,27.0,180.0
13933,Moises Ramirez,12,Ecuador,GK,Moisés Ramírez,188cm,74kg,(Age: 24-204d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315000.0,2000-09-09,24.0,185.0
13940,Kevin Rodriguez,26,Ecuador,CF,,,,,,,,,,,,,,,,,2000-03-04,25.0,190.0
1406,Pervis Estupinan,7,Ecuador,LWB,Pervis Estupiñán,175cm,78kg,(Age: 27-070d),1.0,14.333,3.667,29.7,0.713,0.227,0.017,0.167,18.667,0.0,0.0,8946153.0,1998-01-21,27.0,175.0
13049,Gonzalo Plata,19,Ecuador,RW,Gonzalo Plata,178cm,72kg,(Age: 24-151d),3.5,41.0,14.5,35.35,1.805,0.64,0.08,0.23,17.5,0.0,0.0,2530000.0,2000-11-01,24.0,178.0
3519,Michael Estrada,11,Ecuador,CF,Michael Estrada,188cm,86kg,(Age: 28-359d),4.667,33.0,10.0,27.333,2.677,0.7,0.117,0.387,18.7,0.667,0.667,2180000.0,1996-04-07,28.0,187.0
1166,Xavier Arreaga,14,Ecuador,LCB,Xavier Arreaga,183cm,83kg,(Age: 30-185d),0.75,7.0,2.75,35.825,0.377,0.133,0.077,0.165,15.45,0.0,0.0,1072500.0,1994-09-28,30.0,184.0
1279,Diego Palacios,18,Ecuador,LB,Diego Palacios,165cm,66kg,(Age: 25-263d),0.333,12.333,3.333,20.667,0.593,0.15,0.023,0.1,22.3,0.0,0.0,1562500.0,1999-07-12,25.0,169.0
13934,Alexander Dominguez,22,Ecuador,GK,Alexander Domínguez,195cm,76kg,(Age: 37-300d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781250.0,1987-06-05,37.0,195.0
13935,Hernan Galindez,1,Ecuador,GK,Hernán Galíndez,189cm,89kg,(Age: 38-002d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611111.0,1987-03-30,38.0,189.0
3441,Ángel Mena,15,Ecuador,RW,Ángel Mena,170cm,69kg,(Age: 37-070d),13.0,55.0,27.0,50.167,2.19,1.083,0.133,0.25,,5.0,6.0,2390909.0,1988-01-21,37.0,168.0
3460,Romario Ibarra,10,Ecuador,LW,Romario Ibarra,175cm,77kg,(Age: 30-189d),2.0,23.333,7.667,31.8,1.927,0.56,0.08,0.277,,0.0,0.0,1117500.0,1994-09-24,30.0,176.0
6596,Jeremy Sarmiento,16,Ecuador,AM,Jeremy Sarmiento,183cm,73kg,(Age: 22-289d),,,,,,,,,,,,300000.0,2002-06-16,22.0,178.0
4560,Carlos Gruezo,8,Ecuador,DM,Carlos Gruezo,,,(Age: 25-018d),,,,,,,,,,,,3209090.0,1995-04-19,29.0,172.0
13975,Milad Mohammadi,5,Iran,LWB,Milad Mohammadi,178cm,68kg,(Age: 31-184d),0.75,28.0,5.0,17.9,1.14,0.2,0.04,0.2,,0.0,0.0,3290000.0,1993-09-29,31.0,178.0
13982,Ahmad Nourollahi,21,Iran,CM,Ahmad Nourollahi,185cm,73kg,(Age: 32-058d),4.0,,,,,,,,,0.0,0.0,912500.0,1993-02-01,32.0,185.0
13971,Ehsan Hajsafi,3,Iran,LW,Ehsan Hajsafi,176cm,73kg,(Age: 35-035d),2.75,,,,,,,,,0.0,0.0,1164285.0,1990-02-25,35.0,178.0
457,Alireza Jahanbakhsh,7,Iran,RW,Alireza Jahanbakhsh,180cm,77kg,(Age: 31-233d),1.333,31.0,10.0,28.067,2.68,0.75,0.023,0.063,20.75,0.0,0.0,10227272.0,1993-08-11,31.0,181.0
13980,Saeed Ezatolahi,6,Iran,DM,,,,,2.5,27.0,6.5,18.55,1.41,0.265,0.085,0.665,,0.0,0.0,890000.0,1996-10-01,28.0,190.0
13974,Shoja Khalilzadeh,4,Iran,RCB,Shoja' Khalilzadeh,179cm,79kg,(Age: 35-322d),2.0,,,,,,,,,0.0,0.0,807142.0,1989-05-14,35.0,180.0
13972,Abolfazl Jalali,25,Iran,LB,Abolfazl Jalali,177cm,71kg,(Age: 26-279d),,,,,,,,,,,,156250.0,1998-06-26,26.0,177.0
13969,Hossein Hosseini,24,Iran,GK,Abdollah Hosseini,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596875.0,1992-06-30,32.0,187.0
13968,Alireza Beiranvand,1,Iran,GK,Alireza Beiranvand,192cm,84kg,(Age: 32-192d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2120000.0,1992-09-21,32.0,194.0
13981,Ali Gholizadeh,17,Iran,RW,Ali Gholizadeh,176cm,72kg,(Age: 29-022d),4.75,56.5,23.0,40.2,2.24,0.895,0.135,0.34,,0.0,0.0,2063636.0,1996-03-10,29.0,175.0
5070,Saman Ghoddos,14,Iran,AM,Saman Ghoddos,176cm,74kg,(Age: 31-207d),2.0,20.5,7.0,35.4,1.68,0.585,0.11,0.3,19.8,0.0,0.0,3586363.0,1993-09-06,31.0,175.0
12222,Majid Hosseini,19,Iran,LCB,Majid Hosseini,183cm,78kg,(Age: 28-285d),0.25,4.25,1.0,28.133,0.215,0.06,0.0,0.0,,0.25,0.5,1706666.0,1996-06-20,28.0,187.0
11633,Payam Niazmand,12,Iran,GK,Payam Niazmand,193cm,82kg,(Age: 29-360d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678125.0,1995-04-06,29.0,194.0
13984,Karim Ansarifard,10,Iran,CF,Karim Ansarifard,181cm,77kg,,8.5,,,,,,,,,1.0,1.0,1928571.0,1990-04-03,34.0,186.0
13977,Morteza Pouraliganji,8,Iran,RCB,Morteza Pouraliganji,184cm,83kg,(Age: 32-347d),2.0,,,,,,,,,0.0,0.0,1137500.0,1992-04-19,32.0,185.0
12235,Ali Karimi,18,Iran,CM,Ali Karimi,186cm,69kg,(Age: 31-049d),2.667,,,,,,,,,0.0,0.333,521428.0,1994-02-11,31.0,185.0
8561,Mehdi Taremi,9,Iran,CF,Mehdi Taremi,186cm,82kg,(Age: 32-257d),18.0,85.0,36.667,43.1,3.28,1.413,0.15,0.347,,5.333,5.667,6463636.0,1992-07-18,32.0,185.0
13967,Amir Abedzadeh,22,Iran,GK,Amir Abedzadeh,185cm,79kg,(Age: 31-340d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031818.0,1993-04-26,31.0,186.0
13970,Roozbeh Cheshmi,15,Iran,MCB,Roozbeh Cheshmi,190cm,79kg,(Age: 31-251d),0.333,,,,,,,,,0.0,0.0,804166.0,1993-07-24,31.0,194.0
13976,Sadegh Moharrami,2,Iran,RWB,Sadegh Moharrami,174cm,71kg,(Age: 29-031d),0.0,,,,,,,,,0.0,0.0,1000000.0,1996-03-01,29.0,174.0
13978,Ramin Rezaeian,23,Iran,RB,Ramin Rezaeian,185cm,77kg,(Age: 35-011d),2.0,0.0,2.0,,0.0,0.16,,1.0,,0.667,0.667,689285.0,1990-03-21,35.0,185.0
7441,Sardar Azmoun,20,Iran,CF,Sardar Azmoun,183cm,78kg,(Age: 30-090d),14.333,67.667,33.333,50.467,3.687,1.847,0.187,0.373,,1.667,2.667,16916666.0,1995-01-01,30.0,186.0
13983,Mehdi Torabi,16,Iran,LW,Mehdi Torabi,185cm,71kg,(Age: 30-203d),4.75,,,,,,,,,2.0,2.25,1087500.0,1994-09-10,30.0,180.0
13973,Hossein Kanaani,13,Iran,RCB,Hossein Kanaanizadegan,188cm,78kg,(Age: 31-009d),1.333,,,,,,,,,0.0,0.0,588888.0,1994-03-23,31.0,188.0
13979,Vahid Amiri,11,Iran,LW,Vahid Amiri,183cm,71kg,(Age: 36-364d),2.75,3.0,2.0,66.7,0.39,0.26,0.33,0.5,,0.0,0.0,796428.0,1988-04-02,36.0,179.0
13949,Tarek Salman,5,Qatar,RCB,Tarek Salman,180cm,71kg,(Age: 27-117d),,,,,,,,,,,,412500.0,1997-12-05,27.0,179.0
