playerId,playerName,shirtNumber,playerTeam,playerRole,Full Name,Height,Weight,Age Info,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,pens_made,pens_att,tackles,tackles_won,blocks,interceptions,clearances,errors,Market Value,birth_date,age,height_cm
371,Jack Grealish,7,England,LW,Jack Grealish,175cm,68kg,(Age: 29-278d),5.75,58.0,19.5,33.825,2.09,0.708,0.098,0.29,17.6,0.0,0.25,28.5,18.25,21.0,14.75,13.5,1.0,49041666,1995-09-10,29,180
231,Conor Coady,16,England,RCB,Conor Coady,185cm,78kg,(Age: 32-110d),1.25,4.75,1.5,30.95,0.128,0.04,0.235,0.75,12.05,0.0,0.0,33.25,19.75,35.75,28.25,131.5,1.75,15076923,,,
25,Raheem Sterling,10,England,LW,Raheem Sterling,170cm,69kg,(Age: 30-189d),15.0,74.25,31.75,43.35,2.63,1.125,0.193,0.453,14.1,0.5,1.5,25.75,12.75,17.75,14.75,3.75,0.0,111909090,,,
21,Phil Foden,20,England,RW,Phil Foden,169cm,69kg,(Age: 25-018d),7.667,45.333,18.667,41.4,2.773,1.147,0.17,0.407,15.433,0.0,0.0,17.333,9.667,7.667,9.333,6.0,0.0,37071428,2000-05-28,25,171
105,Mason Mount,19,England,AM,Mason Mount,175cm,63kg,(Age: 26-156d),8.0,81.0,27.75,34.35,2.623,0.903,0.092,0.27,20.05,0.5,0.5,50.25,23.5,28.25,19.5,18.0,0.25,33708333,,,
10,John Stones,5,England,RCB,John Stones,188cm,69kg,(Age: 31-018d),1.25,8.75,3.0,31.4,0.54,0.19,0.095,0.25,11.825,0.0,0.0,14.5,8.5,11.5,13.0,44.75,1.25,42785714,,,
2005,Kalvin Phillips,14,England,DM,Kalvin Phillips,177cm,68kg,(Age: 29-195d),1.0,16.667,5.0,29.433,0.653,0.183,0.057,0.163,26.1,0.0,0.0,75.333,41.333,43.333,40.0,43.333,1.333,19153846,,,
281,Aaron Ramsdale,23,England,GK,Aaron Ramsdale,195cm,79kg,(Age: 27-032d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333,1.667,0.0,0.667,24.333,3.333,10770833,,,
1916,Ben White,21,England,RCB,Ben White,182cm,73kg,(Age: 27-250d),0.5,13.667,2.667,18.7,0.353,0.07,0.017,0.083,15.4,0.0,0.0,55.667,31.667,47.0,73.333,95.333,0.0,20555555,,,
13975,Milad Mohammadi,5,Iran,LWB,Milad Mohammadi,178cm,68kg,(Age: 31-259d),0.75,23.0,6.0,28.0,1.09,0.295,0.045,0.17,21.85,0.0,0.0,59.5,35.0,28.0,22.5,46.5,0.0,3290000,,,
13982,Ahmad Nourollahi,21,Iran,CM,Ahmad Nourollahi,185cm,73kg,(Age: 32-133d),4.0,,,,,,,,,0.0,0.0,,,,,,,912500,,,
13971,Ehsan Hajsafi,3,Iran,LW,Ehsan Hajsafi,176cm,73kg,(Age: 35-110d),2.75,,,,,,,,,0.0,0.0,,,,,,,1164285,,,
457,Alireza Jahanbakhsh,7,Iran,RW,Alireza Jahanbakhsh,180cm,77kg,(Age: 31-308d),1.333,31.0,10.0,28.067,2.68,0.75,0.023,0.063,20.433,0.0,0.0,27.0,15.333,13.333,10.0,4.0,0.0,10227272,,,
13980,Saeid Ezatolahi,6,Iran,DM,Saeid Ezatolahi,190cm,82kg,(Age: 28-257d),2.5,27.0,6.5,18.55,1.41,0.265,0.085,0.665,,0.0,0.0,,30.5,,31.0,,,,,,
13974,Shoja Khalilzadeh,4,Iran,RCB,Shoja' Khalilzadeh,179cm,79kg,(Age: 36-032d),2.0,,,,,,,,,0.0,0.0,,,,,,,807142,,,
13972,Abolfazl Jalali,25,Iran,LB,Abolfazl Jalali,177cm,71kg,(Age: 26-354d),,,,,,,,,,,,,,,,,,156250,,,
13969,Hossein Hosseini,24,Iran,GK,Abdollah Hosseini,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,596875,,,
13968,Alireza Beiranvand,1,Iran,GK,Alireza Beiranvand,192cm,84kg,(Age: 32-267d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,5.5,0.5,2120000,,,
13981,Ali Gholizadeh,17,Iran,RW,Ali Gholizadeh,176cm,72kg,(Age: 29-097d),4.75,44.0,17.0,36.825,2.115,0.787,0.095,0.255,20.125,0.0,0.0,34.75,23.25,18.5,11.5,7.0,0.0,2063636,1996-03-10,29,175
5070,Saman Ghoddos,14,Iran,AM,Saman Ghoddos,176cm,74kg,(Age: 31-282d),2.0,20.5,7.0,35.4,1.68,0.585,0.11,0.3,19.8,0.0,0.0,24.0,13.0,8.5,7.0,13.0,0.0,3586363,,,
12222,Majid Hosseini,19,Iran,LCB,Majid Hosseini,183cm,78kg,(Age: 28-360d),0.25,4.25,1.0,28.133,0.215,0.06,0.0,0.0,,0.25,0.5,,,,,,,1706666,1996-06-20,28,187
11633,Payam Niazmand,12,Iran,GK,Payam Niazmand,193cm,82kg,(Age: 30-070d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,678125,,,
13984,Karim Ansarifard,10,Iran,CF,Karim Ansarifard,181cm,77kg,,8.5,,,,,,,,,1.0,1.0,,,,,,,1928571,,,
13977,Morteza Pouraliganji,8,Iran,RCB,Morteza Pouraliganji,184cm,83kg,(Age: 33-057d),2.0,8.0,3.0,37.5,1.37,0.51,0.25,0.67,13.7,0.0,0.0,10.0,8.0,9.0,17.0,35.0,1.0,1137500,,,
12235,Ali Karimi,18,Iran,CM,Ali Karimi,186cm,69kg,(Age: 31-124d),2.667,,,,,,,,,0.0,0.333,,,,,,,521428,,,
8561,Mehdi Taremi,9,Iran,CF,Mehdi Taremi,186cm,82kg,(Age: 32-332d),18.0,80.0,30.667,38.133,3.09,1.187,0.157,0.42,15.133,5.333,5.667,16.333,8.333,20.667,9.333,14.0,0.333,6463636,,,
13967,Amir Abedzadeh,22,Iran,GK,Amir Abedzadeh,185cm,79kg,(Age: 32-050d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.667,11.0,1.0,1031818,1993-04-26,32,186
13970,Roozbeh Cheshmi,15,Iran,MCB,Roozbeh Cheshmi,190cm,79kg,(Age: 31-326d),0.333,,,,,,,,,0.0,0.0,,,,,,,804166,,,
13976,Sadegh Moharrami,2,Iran,RWB,Sadegh Moharrami,174cm,71kg,(Age: 29-106d),0.0,,,,,,,,,0.0,0.0,,,,,,,1000000,,,
13978,Ramin Rezaeian,23,Iran,RB,Ramin Rezaeian,185cm,77kg,(Age: 35-086d),1.667,8.0,2.0,25.0,0.63,0.16,0.13,0.5,27.5,0.667,0.667,23.0,14.0,4.0,6.0,28.0,2.0,689285,,,
7441,Sardar Azmoun,20,Iran,CF,Sardar Azmoun,183cm,78kg,(Age: 30-165d),14.333,67.667,33.333,50.467,3.687,1.847,0.187,0.373,,1.667,2.667,,8.667,,5.0,,,16916666,,,
13983,Mehdi Torabi,16,Iran,LW,Mehdi Torabi,185cm,71kg,(Age: 30-278d),4.75,,,,,,,,,2.0,2.25,,,,,,,1087500,,,
13973,Hossein Kanaani,13,Iran,RCB,Hossein Kanaanizadegan,188cm,78kg,(Age: 31-084d),1.333,,,,,,,,,0.0,0.0,,,,,,,588888,,,
13979,Vahid Amiri,11,Iran,LW,Vahid Amiri,183cm,71kg,(Age: 37-074d),2.75,3.0,2.0,66.7,0.39,0.26,0.33,0.5,,0.0,0.0,,,,,,,796428,,,
8343,Sergiño Dest,2,United States,RB,Sergiño Dest,173cm,68kg,(Age: 24-224d),0.667,15.667,3.333,23.4,0.893,0.18,0.047,0.133,17.367,0.0,0.0,33.333,18.667,21.0,10.0,19.333,0.667,14925000,,,
1174,Cristian Roldán,17,United States,CM,Cristian Roldan,173cm,74kg,(Age: 30-012d),4.5,36.75,11.75,32.95,1.488,0.48,0.12,0.385,16.25,0.0,0.0,38.75,22.25,26.0,19.5,28.75,0.5,3800000,,,
107,Christian Pulisic,10,United States,LW,Christian Pulisic,172cm,68kg,(Age: 26-270d),5.75,40.25,15.5,38.3,2.52,0.97,0.147,0.39,13.725,0.0,0.0,15.5,8.75,16.0,7.25,10.0,0.0,54000000,,,
916,Walker Zimmerman,3,United States,RCB,Walker Zimmerman,190cm,84kg,(Age: 32-027d),2.75,23.25,8.75,36.775,0.963,0.357,0.12,0.31,10.475,0.0,0.0,32.25,16.0,21.0,38.75,110.75,0.75,2485000,,,
940,Matt Turner,1,United States,GK,Matt Turner,191cm,78kg,(Age: 30-356d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.75,4.25,0.0,1011111,,,
70,Cameron Carter-Vickers,20,United States,RCB,Cameron Carter-Vickers,183cm,92kg,(Age: 27-166d),1.25,6.0,2.5,35.0,0.265,0.095,0.122,0.357,11.233,0.0,0.0,18.0,15.25,17.333,25.5,70.667,0.0,1888888,,,
1971,Tim Ream,13,United States,LCB,Tim Ream,185cm,73kg,(Age: 37-253d),0.25,2.5,0.25,4.767,0.06,0.005,0.047,1.0,14.2,0.0,0.0,28.0,14.75,26.75,31.5,95.5,2.75,2027272,1987-10-05,37,186
1340,Shaq Moore,18,United States,RB,Shaq Moore,180cm,73kg,(Age: 28-225d),0.25,14.0,2.25,19.95,0.795,0.138,0.02,0.125,22.4,0.0,0.0,29.0,17.0,6.0,23.0,20.0,0.0,527272,,,
7015,Ethan Horvath,12,United States,GK,Ethan Horvath,194cm,83kg,(Age: 30-006d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5.5,0.0,1400000,,,
687,Kellyn Acosta,23,United States,DM,Kellyn Acosta,178cm,68kg,(Age: 29-326d),1.75,27.75,8.5,28.725,1.335,0.423,0.062,0.268,22.75,0.0,0.0,39.75,23.75,20.75,19.25,15.75,0.25,2572222,,,
328,DeAndre Yedlin,22,United States,RB,DeAndre Yedlin,173cm,68kg,(Age: 31-341d),0.333,3.333,0.667,27.767,0.21,0.067,0.167,0.5,22.2,0.0,0.0,54.0,19.333,31.0,23.333,88.0,0.0,6259999,,,
13121,Yunus Musah,6,United States,CM,Yunus Musah,178cm,74kg,(Age: 22-198d),1.0,6.5,2.0,30.95,0.425,0.13,0.155,0.5,16.75,0.0,0.0,22.0,15.5,19.5,14.5,11.5,0.5,7566666,,,
1336,Timothy Weah,21,United States,RW,Timothy Weah,185cm,67kg,(Age: 25-113d),3.0,29.0,9.0,32.0,2.175,0.71,0.11,0.33,17.4,0.0,0.0,17.0,7.0,11.5,7.0,6.0,0.0,7881818,,,
13008,Luca De La Torre,14,United States,CM,Luca de la Torre,175cm,72kg,(Age: 27-023d),2.333,22.0,4.0,17.9,0.77,0.135,0.045,0.265,18.65,0.0,0.0,61.5,37.5,34.5,20.5,20.0,0.5,555000,,,
977,Joe Scally,26,United States,RB,Joe Scally,179cm,74kg,(Age: 22-166d),1.0,18.0,6.0,33.3,0.85,0.28,0.06,0.17,18.5,0.0,0.0,40.0,30.0,27.0,22.0,38.0,0.0,2300000,,,
1339,Tyler Adams,4,United States,CM,Tyler Adams,180cm,69kg,(Age: 26-121d),0.25,4.5,1.5,30.35,0.345,0.1,0.035,0.083,21.15,0.0,0.0,27.25,15.75,19.75,18.75,17.75,0.5,12163636,,,
968,Sean Johnson,25,United States,GK,Sean Johnson,191cm,97kg,(Age: 36-015d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,10.25,1.5,1566666,,,
1334,Weston McKennie,8,United States,CM,Weston McKennie,185cm,78kg,(Age: 26-291d),3.0,27.25,8.5,30.75,1.43,0.445,0.108,0.37,14.8,0.0,0.0,30.0,16.0,26.0,33.25,32.75,0.25,19318181,,,
1184,Jordan Morris,16,United States,LW,Jordan Morris,181cm,83kg,(Age: 30-232d),8.5,46.5,20.0,43.45,2.07,0.895,0.195,0.44,12.75,0.0,0.0,15.5,9.0,18.5,8.0,11.0,0.5,3059090,1994-10-26,30,181
1973,Antonee Robinson,5,United States,LB,Antonee Robinson,179cm,72kg,(Age: 27-311d),0.75,10.75,3.0,28.875,0.36,0.107,0.073,0.333,21.075,0.0,0.0,58.25,37.75,29.5,52.0,90.0,0.5,4350000,,,
5135,Josh Sargent,24,United States,CF,Josh Sargent,180cm,78kg,(Age: 25-115d),3.667,32.667,11.667,32.367,1.62,0.553,0.107,0.52,15.867,0.0,0.0,23.0,13.0,28.333,14.0,25.0,0.667,5346153,2000-02-20,25,185
12183,Haji Wright,19,United States,CF,Haji Wright,188cm,79kg,(Age: 27-080d),8.333,46.667,19.667,38.2,2.35,0.95,0.133,0.273,16.5,1.0,1.333,12.0,7.0,9.0,3.667,9.0,0.0,611111,,,
1067,Brenden Aaronson,11,United States,AM,Brenden Aaronson,178cm,68kg,(Age: 24-236d),4.0,36.0,12.5,35.0,1.868,0.645,0.123,0.347,17.1,0.25,0.25,33.0,13.25,34.0,7.75,7.5,0.0,4386363,,,
4681,Giovanni Reyna,7,United States,AM,Gio Reyna,183cm,71kg,(Age: 22-214d),4.0,38.0,12.0,31.6,1.73,0.55,0.11,0.33,16.6,0.5,0.5,24.0,13.0,14.0,10.0,11.0,0.0,26611111,,,
802,Jesús Ferreira,9,United States,CF,Jesús Ferreira,173cm,72kg,(Age: 24-173d),8.75,54.0,23.5,41.475,2.243,0.95,0.138,0.323,19.0,0.0,0.0,34.5,20.0,13.75,15.5,16.75,0.25,1887500,,,
997,Aaron Long,15,United States,RCB,Aaron Long,185cm,82kg,(Age: 32-246d),2.0,12.25,4.25,37.45,0.735,0.237,0.163,0.367,11.725,0.0,0.0,17.25,11.5,19.25,23.75,69.0,0.5,2616666,,,
8420,Papu Gómez,17,Argentina,AM,Papu Gómez,165cm,68kg,,4.75,44.0,18.75,43.875,2.605,1.127,0.133,0.305,21.125,0.0,0.0,14.5,8.0,15.0,8.0,6.25,0.75,13777777,,,
7757,Thiago Almada,16,Argentina,AM,Thiago Almada,170cm,62kg,(Age: 24-050d),4.667,49.667,16.667,34.467,2.46,0.84,0.097,0.273,23.1,0.333,0.667,19.667,10.333,7.667,8.667,3.0,0.0,16333333,,,
1389,Angel Correa,15,Argentina,CF,Ángel Correa,173cm,69kg,(Age: 30-098d),7.25,44.25,18.25,40.45,1.94,0.802,0.155,0.373,17.875,0.0,0.0,29.25,14.25,23.5,15.75,15.25,0.0,34307692,,,
4590,Exequiel Palacios,14,Argentina,CM,Exequiel Palacios,177cm,69kg,(Age: 26-253d),1.0,12.0,2.667,18.9,1.05,0.223,0.08,0.375,25.1,0.0,0.0,32.333,18.0,17.333,17.0,8.667,0.667,16659090,,,
3868,Ángel Di María,11,Argentina,RW,Ángel Di María,180cm,69kg,(Age: 37-121d),7.25,70.0,22.75,33.225,3.175,1.045,0.098,0.297,20.45,0.25,0.5,25.25,16.0,17.25,9.75,3.75,0.75,33416666,1988-02-14,37,178
13903,Franco Armani,1,Argentina,GK,Franco Armani,189cm,84kg,(Age: 38-242d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.667,5.667,1.0,6125000,,,
144,Emiliano Martínez,23,Argentina,GK,Emiliano Martínez,193cm,84kg,(Age: 32-286d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,6.25,1.5,12471428,,,
11,Nicolás Otamendi,19,Argentina,MCB,Nicolás Otamendi,183cm,82kg,(Age: 37-123d),0.75,17.25,3.75,23.225,0.83,0.193,0.048,0.155,10.175,0.0,0.0,40.75,24.0,17.75,44.75,69.5,2.25,20500000,1988-02-12,37,183
8023,Lisandro Martinez,25,Argentina,LCB,Lisandro Martínez,178cm,77kg,(Age: 27-148d),2.0,34.5,8.75,23.9,1.59,0.4,0.065,0.297,17.15,0.0,0.0,42.75,26.25,29.5,41.75,68.0,0.25,17100000,,,
5116,Cristian Romero,13,Argentina,RCB,Cristian Romero,185cm,82kg,(Age: 27-049d),1.5,13.75,4.75,34.575,0.52,0.18,0.12,0.352,12.6,0.0,0.0,59.5,35.25,46.25,60.25,97.25,1.5,18104166,,,
9178,Marcos Acuña,8,Argentina,LWB,Marcos Acuña,172cm,73kg,(Age: 33-230d),1.25,19.75,5.0,24.5,0.77,0.193,0.07,0.327,21.475,0.0,0.0,58.5,40.0,25.5,25.25,33.0,1.0,14583333,,,
13222,Nahuel Molina,26,Argentina,RWB,Nahuel Molina,175cm,69kg,(Age: 27-070d),2.5,20.5,7.25,33.05,1.025,0.348,0.087,0.235,24.425,0.0,0.0,24.25,15.75,16.25,17.5,35.5,0.75,4340909,,,
11856,Enzo Fernandez,24,Argentina,CM,Enzo Fernández,178cm,78kg,(Age: 24-149d),1.5,16.0,5.0,31.65,1.85,0.595,0.065,0.21,23.15,0.5,0.5,21.5,10.0,13.0,10.0,3.0,0.0,4666666,2001-01-17,24,178
453,Alexis Mac Allister,20,Argentina,CM,Alexis Mac Allister,174cm,72kg,(Age: 26-173d),2.333,35.0,8.0,26.1,2.47,0.717,0.043,0.247,22.6,0.667,1.0,33.667,18.667,24.667,7.667,9.667,0.0,9277777,,,
6895,Rodrigo de Paul,7,Argentina,CM,Rodrigo De Paul,178cm,69kg,(Age: 31-022d),7.0,67.5,20.75,31.85,2.06,0.64,0.09,0.28,24.1,1.5,2.25,52.5,29.5,32.25,24.75,18.25,1.0,27250000,1994-05-24,31,180
10715,Julian Alvarez,9,Argentina,CF,Julián Álvarez,173cm,69kg,(Age: 25-135d),18.0,65.0,32.0,49.2,3.68,1.81,0.28,0.56,18.2,0.0,1.0,22.0,7.0,30.0,6.0,4.0,0.0,10875000,,,
1531,Lionel Messi,10,Argentina,CF,Lionel Messi,170cm,72kg,(Age: 37-356d),24.25,149.75,64.75,41.925,4.922,2.107,0.133,0.31,19.975,3.0,3.75,15.25,7.5,9.0,5.0,0.5,0.5,124200000,,,
13226,German Pezzella,6,Argentina,RCB,Germán Pezzella,187cm,82kg,(Age: 33-353d),1.75,23.75,5.25,21.7,0.82,0.188,0.07,0.362,11.725,0.0,0.0,36.75,20.75,32.0,47.5,127.0,0.75,12636363,,,
3856,Leandro Paredes,5,Argentina,DM,Leandro Paredes,182cm,74kg,(Age: 30-351d),0.5,16.0,3.5,21.625,1.38,0.3,0.043,0.168,27.8,0.0,0.0,27.25,16.0,12.75,14.0,11.25,1.25,24727272,,,
8419,Gonzalo Montiel,4,Argentina,RB,Gonzalo Montiel,180cm,73kg,(Age: 28-165d),0.5,9.5,5.0,42.15,0.58,0.28,0.1,0.5,17.2,0.0,0.0,26.5,13.5,10.5,16.5,24.5,0.5,10944444,,,
1706,Geronimo Rulli,12,Argentina,GK,Gerónimo Rulli,189cm,83kg,(Age: 33-026d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.667,0.667,0.667,1.333,12.0,4.0,7125000,,,
8025,Nicolas Tagliafico,3,Argentina,LB,Nicolás Tagliafico,172cm,64kg,(Age: 32-288d),2.0,31.75,8.25,26.75,1.5,0.395,0.077,0.275,14.725,0.0,0.0,50.25,31.5,21.25,39.75,39.75,0.75,21000000,,,
8138,Lautaro Martinez,22,Argentina,CF,Lautaro Martínez,174cm,72kg,(Age: 27-297d),14.5,101.25,35.75,34.575,4.237,1.465,0.12,0.34,14.675,2.0,3.0,18.25,8.5,24.5,15.75,10.0,0.0,56400000,,,
8058,Paulo Dybala,21,Argentina,CF,Paulo Dybala,175cm,73kg,(Age: 31-212d),7.5,77.5,26.5,33.4,3.767,1.265,0.082,0.253,20.725,0.75,1.0,20.0,9.75,17.25,9.25,2.25,0.75,81214285,,,
68,Juan Foyth,2,Argentina,RB,Juan Foyth,190cm,77kg,(Age: 27-154d),0.667,3.667,1.0,19.433,0.257,0.063,0.14,0.75,10.167,0.0,0.0,46.667,29.333,20.667,16.333,41.333,0.667,11958333,1998-01-12,27,187
1877,Guido Rodríguez,18,Argentina,DM,Guido Rodríguez,185cm,78kg,(Age: 31-064d),1.25,21.0,6.25,29.225,1.062,0.295,0.065,0.242,21.575,0.0,0.0,65.0,37.75,34.5,33.75,36.75,0.5,12750000,,,
14010,Firas Al-Buraikan,9,Saudi Arabia,RM,Firas Al-Buraikan,182cm,76kg,(Age: 25-032d),6.5,27.0,11.0,33.3,1.845,0.625,0.22,0.75,,0.5,0.5,,,,,,,217857,,,
14001,Abdullah Otayf,14,Saudi Arabia,DM,Abdullah Otayf,177cm,66kg,,0.0,3.0,0.5,10.0,0.31,0.05,0.0,0.0,,0.0,0.0,,,,,,,846875,,,
14012,Haitham Asiri,25,Saudi Arabia,CF,Asiri Haitham,173cm,64kg,(Age: 24-082d),2.0,25.0,10.0,40.0,2.01,0.8,0.08,0.2,,0.0,0.0,,,,,,,216666,,,
14006,Ali Al-Hassan,15,Saudi Arabia,DM,,,,,,,,,,,,,,,,,,,,,,468750,,,
13988,Mohammed Al-Rubaie,1,Saudi Arabia,GK,Mohammed Al Yami,188cm,78kg,(Age: 27-305d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,583333,,,
13993,Sultan Al-Ghannam,2,Saudi Arabia,RB,Sultan Al-Ghanam,174cm,63kg,(Age: 31-040d),1.75,26.0,8.25,34.45,1.033,0.335,0.07,0.232,,0.0,0.25,,,,,,,1240625,,,
14004,Abdulelah Al-Malki,8,Saudi Arabia,DM,,,,,,,,,,,,,,,,,,,,,,650000,1994-10-11,30,170
13994,Saud Abdulhamid,12,Saudi Arabia,RB,Saud Abdulhamid,171cm,68kg,(Age: 25-332d),0.5,6.5,1.75,15.175,0.318,0.068,0.048,0.35,,0.0,0.0,,23.75,,23.25,,,333333,,,
14002,Hattan Bahebri,19,Saudi Arabia,RW,Hattan Bahebri,168cm,66kg,(Age: 32-334d),3.5,32.0,13.0,31.15,2.36,0.73,0.07,0.145,,0.0,0.0,,,,,,,881250,1992-07-16,32,172
14003,Mohamed Kanno,23,Saudi Arabia,CM,Mohamed Kanno,192cm,73kg,(Age: 30-266d),2.5,21.75,9.5,43.65,1.363,0.622,0.1,0.225,,0.5,0.5,,,,,,,2406250,,,
13991,Mohammed Al-Burayk,6,Saudi Arabia,LB,,,,,,,,,,,,,,,,,,,,,,1987500,,,
14000,Nawaf Al-Abed,18,Saudi Arabia,AM,Nawaf Al Abed,168cm,58kg,(Age: 35-140d),1.5,13.5,4.5,30.6,1.93,0.64,0.11,0.395,,0.0,0.0,,,,,,,1156250,,,
13998,Salem Al-Dawsari,10,Saudi Arabia,LM,Salem Al-Dawsari,171cm,72kg,(Age: 33-300d),6.75,44.75,17.0,37.5,2.312,0.875,0.125,0.335,,1.0,1.0,,28.0,,11.25,,,2033333,,,
13996,Hassan Tambakti,17,Saudi Arabia,RCB,Hassan Al Tambakti,182cm,73kg,(Age: 26-126d),0.0,2.667,1.0,21.45,0.397,0.147,0.0,0.0,,0.0,0.0,,,,,,,200000,,,
13989,Nawaf Al-Aqidi,22,Saudi Arabia,GK,Nawaf Al Aqidi,168cm,58kg,(Age: 25-036d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,25000,,,
14005,Sami Al-Najei,16,Saudi Arabia,CM,Sami Al-Najei,175cm,68kg,(Age: 28-128d),2.667,16.0,7.0,39.5,1.333,0.55,0.117,0.277,,0.0,0.0,,,,,,,214285,,,
13997,Abdullah Madu,3,Saudi Arabia,LCB,Abdullah Madu,186cm,76kg,(Age: 31-335d),0.0,12.0,2.5,21.1,0.735,0.155,0.0,0.0,,0.0,0.0,,,,,,,621428,,,
14009,Abdulrahman Al-Oboud,20,Saudi Arabia,RW,,,,,,,,,,,,,,,,,,,,,,517857,,,
14011,Saleh Al-Shehri,11,Saudi Arabia,CF,Saleh Al-Shehri,177cm,74kg,(Age: 31-226d),10.0,41.0,17.0,43.55,3.51,1.52,0.21,0.48,,2.0,2.0,,,,,,,856250,,,
13992,Ali Al-Bulayhi,5,Saudi Arabia,LCB,,,,,,,,,,,,,,,,,,,,,,706250,,,
13995,Abdulelah Al-Amri,4,Saudi Arabia,RCB,Abdulelah Al-Amri,185cm,73kg,(Age: 28-151d),1.75,10.75,3.0,29.45,0.688,0.202,0.193,0.708,,0.0,0.0,,,,,,,129166,,,
14007,Nasser Al-Dawsari,24,Saudi Arabia,LB,Nasser Al-Dawsari,178cm,68kg,(Age: 26-178d),0.5,10.0,2.5,25.0,1.27,0.32,0.04,0.165,,0.0,0.0,,,,,,,171428,,,
13987,Mohammed Al-Owais,21,Saudi Arabia,GK,Mohammed Al-Owais,187cm,78kg,(Age: 33-248d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2156250,,,
14008,Riad Sharahili,26,Saudi Arabia,DM,,,,,,,,,,,,,,,,,,,,,,106250,,,
13990,Yasser Al-Shahrani,13,Saudi Arabia,LB,Yasser Al-Shahrani,171cm,69kg,(Age: 33-021d),0.5,14.0,3.75,26.025,0.613,0.16,0.038,0.145,,0.0,0.0,,,,,,,1975000,1992-05-25,33,170
13999,Salman Al-Faraj,7,Saudi Arabia,CM,Salman Al-Faraj,180cm,62kg,,1.0,7.75,1.5,25.525,0.525,0.12,0.175,0.5,,0.25,0.25,,,,,,,1512500,,,
3526,Johan Vásquez,5,Mexico,LCB,Johan Vásquez,182cm,72kg,(Age: 26-236d),1.0,14.333,2.333,17.3,0.717,0.127,0.073,0.443,12.467,0.0,0.0,50.333,32.667,22.333,51.0,82.667,0.333,2327272,,,
3352,Jorge Sánchez,19,Mexico,RB,Jorge Eduardo Sánchez,175cm,76kg,(Age: 27-187d),0.5,11.5,2.25,18.925,0.51,0.098,0.043,0.208,22.475,0.0,0.0,51.25,30.75,27.0,34.5,45.75,0.5,3080000,,,
3314,Rogelio Funes Mori,11,Mexico,CF,Rogelio Funes Mori,185cm,73kg,(Age: 34-102d),12.0,75.25,28.25,37.625,3.487,1.312,0.145,0.383,15.4,1.5,2.0,6.25,3.5,9.75,3.5,15.5,0.0,6363636,,,
2104,Luis Romo,7,Mexico,CM,Luis Romo,182cm,83kg,(Age: 30-010d),1.5,22.75,5.75,30.1,1.272,0.36,0.125,0.508,20.2,0.0,0.25,33.0,19.0,18.75,14.5,21.5,0.25,3690000,,,
3343,Guillermo Ochoa,13,Mexico,GK,Guillermo Ochoa,183cm,78kg,(Age: 39-337d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.5,1.0,11.5,1.0,2716666,,,
2111,Hirving Lozano,22,Mexico,RW,Hirving Lozano,177cm,69kg,(Age: 29-320d),6.667,47.667,19.667,40.667,2.827,1.147,0.137,0.327,16.167,0.0,0.0,21.0,14.0,24.667,10.667,9.333,0.0,35266666,,,
3367,Henry Martín,20,Mexico,CF,Henry Martín,165cm,54kg,(Age: 32-209d),9.0,44.0,21.0,47.625,2.408,1.15,0.195,0.405,12.225,0.25,0.25,14.25,9.25,8.5,3.25,7.75,0.0,2810000,,,
1880,Andres Guardado,18,Mexico,CM,Andrés Guardado,172cm,68kg,(Age: 38-260d),0.25,16.0,4.25,29.5,0.812,0.225,0.022,0.05,23.65,0.0,0.0,27.25,13.5,18.25,21.25,24.5,0.75,3400000,,,
